date,regime,confidence,gated_regime,wf_regime,alloc_SP500,alloc_Bonds,alloc_Gold,alloc_Cash,strategy_ret,spy_ret
2021-01-29,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.003327,-0.02002
2021-02-01,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.004712,0.016645
2021-02-02,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.003526,0.01414
2021-02-03,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.002149,0.000786
2021-02-04,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.005857,0.011366
2021-02-05,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.001681,0.003936
2021-02-08,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.004622,0.007222
2021-02-09,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.001061,-0.000666
2021-02-10,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.002386,-0.000436
2021-02-11,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.003539,0.001615
2021-02-12,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.002901,0.00494
2021-02-16,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.007438,-0.000866
2021-02-17,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.002113,0.000229
2021-02-18,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.001253,-0.004256
2021-02-19,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.00159,-0.001766
2021-02-22,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.0022,-0.007692
2021-02-23,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.001145,0.001215
2021-02-24,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.000423,0.011019
2021-02-25,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.011321,-0.024096
2021-02-26,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.001158,-0.005152
2021-03-01,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.000737,0.02424
2021-03-02,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.000868,-0.007803
2021-03-03,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.0068,-0.013246
2021-03-04,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.005478,-0.012375
2021-03-05,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.002418,0.018397
2021-03-08,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.005163,-0.004979
2021-03-09,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.010581,0.014278
2021-03-10,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.002553,0.006224
2021-03-11,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.000689,0.010139
2021-03-12,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.004165,0.001347
2021-03-15,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.003091,0.005963
2021-03-16,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.000652,-0.001261
2021-03-17,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.000988,0.00341
2021-03-18,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.005223,-0.01455
2021-03-19,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.002309,-0.00185
2021-03-22,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.002599,0.007985
2021-03-23,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.001172,-0.007871
2021-03-24,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.001606,-0.005083
2021-03-25,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.002105,0.005625
2021-03-26,Macro,0.9999,Macro,Bull,0.1,0.2,0.3,0.4,0.001765,0.016115
2021-03-29,Macro,0.9931,Macro,Bull,0.1,0.2,0.3,0.4,-0.005317,-0.000505
2021-03-30,Macro,0.7496,Macro,Bull,0.1,0.2,0.3,0.4,-0.004345,-0.002653
2021-03-31,Neutral,0.572,Macro,Bull,0.1,0.2,0.3,0.4,0.00384,0.004053
2021-04-01,Neutral,0.9925,Macro,Bull,0.1,0.2,0.3,0.4,0.008188,0.010799
2021-04-05,Neutral,0.9997,Neutral,Bull,0.6,0.3,0.1,0.0,0.007106,0.014353
2021-04-06,Neutral,1.0,Neutral,Bull,0.6,0.3,0.1,0.0,0.002486,-0.000591
2021-04-07,Neutral,1.0,Neutral,Bull,0.6,0.3,0.1,0.0,-0.001677,0.001157
2021-04-08,Neutral,1.0,Neutral,Bull,0.6,0.3,0.1,0.0,0.0064,0.004747
2021-04-09,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,0.002521,0.00727
2021-04-12,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,-0.000519,0.000364
2021-04-13,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,0.004735,0.002964
2021-04-14,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,-0.003437,-0.003415
2021-04-15,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,0.013082,0.010742
2021-04-16,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,0.00028,0.003342
2021-04-19,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,-0.004086,-0.004913
2021-04-20,Neutral,0.9999,Neutral,Neutral,0.6,0.3,0.1,0.0,-0.002655,-0.007322
2021-04-21,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,0.00727,0.009462
2021-04-22,Neutral,0.9999,Neutral,Neutral,0.6,0.3,0.1,0.0,-0.004819,-0.009133
2021-04-23,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,0.005417,0.010842
2021-04-26,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,0.001089,0.002088
2021-04-27,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,-0.002998,-0.000216
2021-04-28,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,0.000317,-0.000287
2021-04-29,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,0.002524,0.006373
2021-04-30,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,-0.003585,-0.006571
2021-05-03,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,0.002772,0.002157
2021-05-04,Neutral,0.9997,Neutral,Neutral,0.6,0.3,0.1,0.0,-0.002399,-0.006169
2021-05-05,Neutral,0.9998,Neutral,Neutral,0.6,0.3,0.1,0.0,0.001097,0.000313
2021-05-06,Neutral,0.9995,Neutral,Neutral,0.6,0.3,0.1,0.0,0.006953,0.007986
2021-05-07,Neutral,0.9977,Neutral,Neutral,0.6,0.3,0.1,0.0,0.003787,0.007278
2021-05-10,Neutral,0.6214,Neutral,Neutral,0.6,0.3,0.1,0.0,-0.008677,-0.009902
2021-05-11,Macro,0.9989,Neutral,Neutral,0.6,0.3,0.1,0.0,-0.007035,-0.008925
2021-05-12,Macro,1.0,Neutral,Bull,0.6,0.3,0.1,0.0,-0.016893,-0.021245
2021-05-13,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.002583,0.012013
2021-05-14,Macro,0.997,Macro,Bull,0.1,0.2,0.3,0.4,0.006141,0.015355
2021-05-17,Macro,0.9972,Macro,Bull,0.1,0.2,0.3,0.4,0.002814,-0.002544
2021-05-18,Macro,0.9999,Macro,Bull,0.1,0.2,0.3,0.4,-0.000789,-0.008616
2021-05-19,Macro,0.9997,Macro,Bull,0.1,0.2,0.3,0.4,-0.00054,-0.002622
2021-05-20,Macro,0.733,Macro,Bull,0.1,0.2,0.3,0.4,0.004092,0.010758
2021-05-21,Neutral,0.9584,Macro,Bull,0.1,0.2,0.3,0.4,0.000696,-0.000819
2021-05-24,Neutral,0.9999,Macro,Bull,0.1,0.2,0.3,0.4,0.002289,0.010194
2021-05-25,Neutral,1.0,Neutral,Bull,0.6,0.3,0.1,0.0,0.002195,-0.002219
2021-05-26,Neutral,1.0,Neutral,Bull,0.6,0.3,0.1,0.0,0.0005,0.001984
2021-05-27,Neutral,1.0,Neutral,Bull,0.6,0.3,0.1,0.0,-0.000852,0.000525
2021-05-28,Neutral,1.0,Neutral,Bull,0.6,0.3,0.1,0.0,0.000974,0.001789
2021-06-01,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,-0.000865,-0.000881
2021-06-02,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,0.002127,0.001573
2021-06-03,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,-0.005311,-0.003711
2021-06-04,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,0.010674,0.009146
2021-06-07,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,-0.001103,-0.00097
2021-06-08,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,0.001927,0.000213
2021-06-09,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,0.001562,-0.001492
2021-06-10,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,0.005018,0.004649
2021-06-11,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,-0.000618,0.001652
2021-06-14,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,-0.00154,0.002239
2021-06-15,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,-0.001839,-0.001834
2021-06-16,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,-0.005294,-0.005583
2021-06-17,Neutral,0.9979,Neutral,Neutral,0.6,0.3,0.1,0.0,0.001218,-0.000332
2021-06-18,Macro,0.9974,Neutral,Neutral,0.6,0.3,0.1,0.0,-0.003007,-0.01349
2021-06-21,Macro,0.6937,Neutral,Neutral,0.6,0.3,0.1,0.0,0.004792,0.014316
2021-06-22,Bull,0.9926,Neutral,Neutral,0.6,0.3,0.1,0.0,0.003521,0.005346
2021-06-23,Bull,0.9998,Neutral,Neutral,0.6,0.3,0.1,0.0,-0.001562,-0.001205
2021-06-24,Bull,0.9999,Bull,Neutral,1.0,0.0,0.0,0.0,0.005756,0.005916
2021-06-25,Bull,0.9999,Bull,Neutral,1.0,0.0,0.0,0.0,0.003552,0.003552
2021-06-28,Bull,0.9999,Bull,Neutral,1.0,0.0,0.0,0.0,0.002016,0.002016
2021-06-29,Bull,0.9999,Bull,Neutral,1.0,0.0,0.0,0.0,0.000538,0.000538
2021-06-30,Bull,0.9999,Bull,Neutral,1.0,0.0,0.0,0.0,0.000842,0.000842
2021-07-01,Bull,1.0,Bull,Neutral,1.0,0.0,0.0,0.0,0.005537,0.005537
2021-07-02,Bull,1.0,Bull,Neutral,1.0,0.0,0.0,0.0,0.007643,0.007643
2021-07-06,Bull,1.0,Bull,Neutral,1.0,0.0,0.0,0.0,-0.001821,-0.001821
2021-07-07,Bull,0.9999,Bull,Neutral,1.0,0.0,0.0,0.0,0.003534,0.003534
2021-07-08,Bull,0.9898,Bull,Neutral,1.0,0.0,0.0,0.0,-0.008148,-0.008148
2021-07-09,Bull,0.9998,Bull,Neutral,1.0,0.0,0.0,0.0,0.010675,0.010675
2021-07-12,Bull,1.0,Bull,Neutral,1.0,0.0,0.0,0.0,0.003582,0.003582
2021-07-13,Bull,1.0,Bull,Neutral,1.0,0.0,0.0,0.0,-0.003409,-0.003409
2021-07-14,Bull,0.9998,Bull,Neutral,1.0,0.0,0.0,0.0,0.001492,0.001492
2021-07-15,Bull,0.9831,Bull,Neutral,1.0,0.0,0.0,0.0,-0.003415,-0.003415
2021-07-16,Macro,0.5638,Bull,Neutral,1.0,0.0,0.0,0.0,-0.007844,-0.007844
2021-07-19,Macro,1.0,Bull,Neutral,1.0,0.0,0.0,0.0,-0.014768,-0.014768
2021-07-20,Macro,0.992,Macro,Neutral,0.1,0.2,0.3,0.4,-0.001164,0.01433
2021-07-21,Bull,0.8231,Macro,Neutral,0.1,0.2,0.3,0.4,-0.00284,0.008096
2021-07-22,Bull,0.9861,Macro,Neutral,0.1,0.2,0.3,0.4,0.002687,0.002094
2021-07-23,Bull,0.9978,Bull,Neutral,1.0,0.0,0.0,0.0,0.010008,0.010288
2021-07-26,Bull,0.997,Bull,Neutral,1.0,0.0,0.0,0.0,0.002455,0.002455
2021-07-27,Bull,0.9837,Bull,Neutral,1.0,0.0,0.0,0.0,-0.004557,-0.004557
2021-07-28,Bull,0.9903,Bull,Neutral,1.0,0.0,0.0,0.0,-0.00041,-0.00041
2021-07-29,Bull,0.9914,Bull,Neutral,1.0,0.0,0.0,0.0,0.004147,0.004147
2021-07-30,Bull,0.979,Bull,Neutral,1.0,0.0,0.0,0.0,-0.004856,-0.004856
2021-08-02,Bull,0.9575,Bull,Neutral,1.0,0.0,0.0,0.0,-0.002098,-0.002098
2021-08-03,Bull,0.9824,Bull,Neutral,1.0,0.0,0.0,0.0,0.008136,0.008136
2021-08-04,Bull,0.9933,Bull,Neutral,1.0,0.0,0.0,0.0,-0.004919,-0.004919
2021-08-05,Bull,0.9993,Bull,Neutral,1.0,0.0,0.0,0.0,0.006333,0.006333
2021-08-06,Bull,1.0,Bull,Neutral,1.0,0.0,0.0,0.0,0.001652,0.001652
2021-08-09,Bull,1.0,Bull,Neutral,1.0,0.0,0.0,0.0,-0.000814,-0.000814
2021-08-10,Bull,1.0,Bull,Neutral,1.0,0.0,0.0,0.0,0.001244,0.001244
2021-08-11,Bull,1.0,Bull,Neutral,1.0,0.0,0.0,0.0,0.002485,0.002485
2021-08-12,Bull,1.0,Bull,Neutral,1.0,0.0,0.0,0.0,0.002997,0.002997
2021-08-13,Bull,1.0,Bull,Neutral,1.0,0.0,0.0,0.0,0.00182,0.00182
2021-08-16,Bull,0.9978,Bull,Neutral,1.0,0.0,0.0,0.0,0.002355,0.002355
2021-08-17,Bull,0.7248,Bull,Neutral,1.0,0.0,0.0,0.0,-0.006555,-0.006555
2021-08-18,Macro,1.0,Bull,Neutral,1.0,0.0,0.0,0.0,-0.010945,-0.010945
2021-08-19,Macro,1.0,Bull,Neutral,1.0,0.0,0.0,0.0,0.001548,0.001548
2021-08-20,Macro,0.722,Macro,Neutral,0.1,0.2,0.3,0.4,0.000811,0.007957
2021-08-23,Neutral,0.8825,Macro,Neutral,0.1,0.2,0.3,0.4,0.0044,0.008796
2021-08-24,Neutral,0.994,Macro,Neutral,0.1,0.2,0.3,0.4,-0.001539,0.001587
2021-08-25,Neutral,0.9992,Neutral,Neutral,0.6,0.3,0.1,0.0,-0.002087,0.002098
2021-08-26,Neutral,0.9992,Neutral,Neutral,0.6,0.3,0.1,0.0,-0.002598,-0.005903
2021-08-27,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,0.008909,0.008941
2021-08-30,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,0.002928,0.004398
2021-08-31,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,-0.00273,-0.001481
2021-09-01,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,0.000827,0.000531
2021-09-02,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,0.002891,0.003077
2021-09-03,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,-0.001805,-0.000243
2021-09-07,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,-0.006634,-0.003576
2021-09-08,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,0.00106,-0.001218
2021-09-09,Neutral,0.9939,Neutral,Neutral,0.6,0.3,0.1,0.0,0.001504,-0.00428
2021-09-10,Neutral,0.9523,Neutral,Neutral,0.6,0.3,0.1,0.0,-0.007881,-0.007884
2021-09-13,Neutral,0.9722,Neutral,Neutral,0.6,0.3,0.1,0.0,0.00369,0.002559
2021-09-14,Neutral,0.9736,Neutral,Neutral,0.6,0.3,0.1,0.0,0.001043,-0.005396
2021-09-15,Neutral,0.9725,Neutral,Neutral,0.6,0.3,0.1,0.0,0.003373,0.008353
2021-09-16,Neutral,0.8984,Neutral,Neutral,0.6,0.3,0.1,0.0,-0.00459,-0.001585
2021-09-17,Macro,0.9595,Neutral,Neutral,0.6,0.3,0.1,0.0,-0.007444,-0.009741
2021-09-20,Macro,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,-0.00557,-0.016674
2021-09-21,Macro,1.0,Macro,Neutral,0.1,0.2,0.3,0.4,0.001574,-0.000945
2021-09-22,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.001048,0.009755
2021-09-23,Macro,0.9993,Macro,Bull,0.1,0.2,0.3,0.4,-0.006768,0.01215
2021-09-24,Macro,0.9949,Macro,Bull,0.1,0.2,0.3,0.4,-0.002175,0.001647
2021-09-27,Macro,0.999,Macro,Bull,0.1,0.2,0.3,0.4,-0.000397,-0.002861
2021-09-28,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.008046,-0.020152
2021-09-29,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.000836,0.001683
2021-09-30,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.004143,-0.012222
2021-10-01,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.003547,0.011884
2021-10-04,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.000395,-0.012896
2021-10-05,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.002288,0.010405
2021-10-06,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.002346,0.004156
2021-10-07,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.002809,0.008646
2021-10-08,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.001454,-0.001824
2021-10-11,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.001798,-0.00724
2021-10-12,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.004528,-0.002461
2021-10-13,Macro,0.9899,Macro,Bull,0.1,0.2,0.3,0.4,0.007643,0.003597
2021-10-14,Macro,0.8518,Macro,Bull,0.1,0.2,0.3,0.4,0.003159,0.016821
2021-10-15,Neutral,0.7553,Macro,Bull,0.1,0.2,0.3,0.4,-0.005172,0.007616
2021-10-18,Neutral,0.9953,Macro,Bull,0.1,0.2,0.3,0.4,0.00049,0.002961
2021-10-19,Neutral,0.9998,Neutral,Bull,0.6,0.3,0.1,0.0,0.000652,0.007715
2021-10-20,Neutral,1.0,Neutral,Bull,0.6,0.3,0.1,0.0,0.001208,0.003928
2021-10-21,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,0.001118,0.002608
2021-10-22,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,0.003294,-0.001036
2021-10-25,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,0.003451,0.005363
2021-10-26,Neutral,0.9999,Neutral,Neutral,0.6,0.3,0.1,0.0,0.002281,0.0009
2021-10-27,Neutral,0.9919,Neutral,Neutral,0.6,0.3,0.1,0.0,0.003062,-0.00443
2021-10-28,Neutral,0.8214,Neutral,Neutral,0.6,0.3,0.1,0.0,0.00475,0.009649
2021-10-29,Bull,0.7283,Neutral,Neutral,0.6,0.3,0.1,0.0,0.001284,0.002029
2021-11-01,Bull,0.9561,Neutral,Neutral,0.6,0.3,0.1,0.0,-0.000606,0.00172
2021-11-02,Bull,0.9857,Bull,Neutral,1.0,0.0,0.0,0.0,0.003883,0.004043
2021-11-03,Bull,0.9922,Bull,Neutral,1.0,0.0,0.0,0.0,0.006105,0.006105
2021-11-04,Bull,0.9894,Bull,Neutral,1.0,0.0,0.0,0.0,0.004712,0.004712
2021-11-05,Bull,0.9832,Bull,Neutral,1.0,0.0,0.0,0.0,0.00347,0.00347
2021-11-08,Bull,0.9627,Bull,Neutral,1.0,0.0,0.0,0.0,0.000854,0.000854
2021-11-09,Bull,0.7712,Bull,Neutral,1.0,0.0,0.0,0.0,-0.003305,-0.003305
2021-11-10,Neutral,0.9761,Bull,Neutral,1.0,0.0,0.0,0.0,-0.008045,-0.008045
2021-11-11,Neutral,0.9976,Bull,Neutral,1.0,0.0,0.0,0.0,0.000324,0.000324
2021-11-12,Neutral,0.9999,Neutral,Neutral,0.6,0.3,0.1,0.0,0.00324,0.007547
2021-11-15,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,-0.003717,0.000342
2021-11-16,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,0.000888,0.003958
2021-11-17,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,0.001834,-0.002429
2021-11-18,Neutral,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,0.002845,0.003396
2021-11-19,Neutral,0.9993,Neutral,Neutral,0.6,0.3,0.1,0.0,0.00133,-0.001788
2021-11-22,Neutral,0.987,Neutral,Neutral,0.6,0.3,0.1,0.0,-0.007449,-0.002815
2021-11-23,Neutral,0.9726,Neutral,Neutral,0.6,0.3,0.1,0.0,-0.004408,0.001326
2021-11-24,Neutral,0.9534,Neutral,Neutral,0.6,0.3,0.1,0.0,0.006323,0.00267
2021-11-26,Macro,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,-0.005963,-0.022303
2021-11-29,Macro,1.0,Neutral,Neutral,0.6,0.3,0.1,0.0,0.004811,0.012267
2021-11-30,Macro,1.0,Macro,Neutral,0.1,0.2,0.3,0.4,-0.001082,-0.019458
2021-12-01,Macro,1.0,Macro,Neutral,0.1,0.2,0.3,0.4,0.00132,-0.011107
2021-12-02,Macro,1.0,Macro,Neutral,0.1,0.2,0.3,0.4,0.00012,0.015316
2021-12-03,Macro,1.0,Macro,Neutral,0.1,0.2,0.3,0.4,0.00404,-0.008701
2021-12-06,Macro,1.0,Macro,Neutral,0.1,0.2,0.3,0.4,-0.002301,0.011843
2021-12-07,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.001517,0.020685
2021-12-08,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.00303,0.002648
2021-12-09,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.00139,-0.006752
2021-12-10,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.001725,0.009414
2021-12-13,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.002826,-0.008858
2021-12-14,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.003967,-0.00688
2021-12-15,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.000926,0.015625
2021-12-16,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.002825,-0.008819
2021-12-17,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.00056,-0.010643
2021-12-20,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.003831,-0.010634
2021-12-21,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.000889,0.017759
2021-12-22,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.004745,0.009999
2021-12-23,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.000437,0.006222
2021-12-27,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.00261,0.014152
2021-12-28,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.002167,-0.000817
2021-12-29,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.002146,0.001279
2021-12-30,Macro,0.9999,Macro,Bull,0.1,0.2,0.3,0.4,0.003554,-0.002765
2021-12-31,Macro,0.9994,Macro,Bull,0.1,0.2,0.3,0.4,0.00219,-0.00252
2022-01-03,Macro,0.9982,Macro,Bull,0.1,0.2,0.3,0.4,-0.009286,0.00579
2022-01-04,Macro,0.9982,Macro,Bull,0.1,0.2,0.3,0.4,0.001345,-0.000335
2022-01-05,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.003908,-0.019202
2022-01-06,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.003249,-0.00094
2022-01-07,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.000468,-0.003953
2022-01-10,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.00128,-0.001245
2022-01-11,Macro,0.9999,Macro,Bull,0.1,0.2,0.3,0.4,0.005863,0.009108
2022-01-12,Macro,0.9995,Macro,Bull,0.1,0.2,0.3,0.4,0.000297,0.002703
2022-01-13,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.000621,-0.013779
2022-01-14,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.003845,0.000409
2022-01-18,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.005081,-0.017709
2022-01-19,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.005111,-0.010384
2022-01-20,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.000623,-0.011068
2022-01-21,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.000561,-0.019631
2022-01-24,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.00043,0.004247
2022-01-25,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.000585,-0.012209
2022-01-26,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.00752,-0.002509
2022-01-27,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.000691,-0.004938
2022-01-28,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.001658,0.024835
2022-01-31,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.002544,0.018011
2022-02-01,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.000262,0.006757
2022-02-02,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.002737,0.009714
2022-02-03,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.004338,-0.023505
2022-02-04,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.002016,0.004702
2022-02-07,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.002029,-0.003209
2022-02-08,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.000403,0.008228
2022-02-09,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.00286,0.014636
2022-02-10,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.006114,-0.017966
2022-02-11,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.00671,-0.019719
2022-02-14,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.00121,-0.003269
2022-02-15,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.003508,0.016127
2022-02-16,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.004383,0.001121
2022-02-17,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.003452,-0.021362
2022-02-18,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,0.001238,-0.006475
2022-02-22,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,7.4e-05,-0.010732
2022-02-23,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.003178,-0.017739
2022-02-24,Macro,1.0,Macro,Bull,0.1,0.2,0.3,0.4,-0.000299,0.015049
